XPATH,Parent_Key_Val,Attribute,Is_key_attribute,Is_Configurable_Attribute,Data_Type,Default_Value
ioa-network-element:ne/facilities/optical-channel,NULL,name,False,False,str,1-4-L1-1
ioa-network-element:ne/facilities/optical-channel,NULL,supporting-card,False,False,str,1-4
ioa-network-element:ne/facilities/optical-channel,NULL,supporting-port,False,False,str,L1
ioa-network-element:ne/facilities/optical-channel,NULL,supporting-facilities,False,False,str,/ioa-ne:ne/facilities/super-channel[name='SCH12']
ioa-network-element:ne/facilities/optical-channel,NULL,supported-facilities,False,False,str,/ioa-ne:ne/facilities/otu[name='1-4-L1-1-OTUCni']
ioa-network-element:ne/facilities/optical-channel,NULL,AID,False,False,str,1-4-L1-1
ioa-network-element:ne/facilities/optical-channel,NULL,label,False,True,str,
ioa-network-element:ne/facilities/optical-channel,NULL,admin-state,False,True,str,unlock
ioa-network-element:ne/facilities/optical-channel,NULL,oper-state,False,False,str,enabled
ioa-network-element:ne/facilities/optical-channel,NULL,avail-state,False,False,str,normal in-service
ioa-network-element:ne/facilities/optical-channel,NULL,managed-by,False,False,str,system
